<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
IMOEX;60;20220719;17:00;2057.8000000;2058.8900000;2047.3300000;2049.7300000;1930166510
IMOEX;60;20220719;18:00;2049.9900000;2062.2900000;2049.9000000;2062.2900000;2214325920
IMOEX;60;20220719;19:00;2062.1700000;2072.7100000;2062.1700000;2071.2800000;3187559887
IMOEX;60;20220720;11:00;2077.0000000;2093.9700000;2067.3700000;2091.1100000;7609518562
IMOEX;60;20220720;12:00;2091.7500000;2094.7400000;2080.0400000;2092.3400000;3276656563
IMOEX;60;20220720;13:00;2092.5600000;2098.8800000;2086.5800000;2097.4500000;2239903084
IMOEX;60;20220720;14:00;2097.4800000;2097.7400000;2084.4900000;2087.2400000;1769577244
IMOEX;60;20220720;15:00;2087.3200000;2094.3600000;2085.4200000;2085.4200000;1980133378
IMOEX;60;20220720;16:00;2085.4400000;2085.6000000;2074.1300000;2077.0100000;2324348478
IMOEX;60;20220720;17:00;2077.1600000;2080.9900000;2075.9600000;2080.5400000;1550996284
IMOEX;60;20220720;18:00;2080.6500000;2080.6500000;2075.7300000;2075.7700000;2063014414
IMOEX;60;20220720;19:00;2075.3400000;2076.4700000;2067.8800000;2075.2400000;2320859243
IMOEX;60;20220721;11:00;2074.5700000;2074.9200000;2032.6400000;2032.8300000;8017972472
IMOEX;60;20220721;12:00;2032.3200000;2040.3400000;2022.3800000;2036.1800000;5043543712
IMOEX;60;20220721;13:00;2036.3600000;2063.8800000;2030.0900000;2063.8800000;3517226220
IMOEX;60;20220721;14:00;2063.8500000;2064.2600000;2048.0100000;2056.3100000;2680441648
IMOEX;60;20220721;15:00;2056.4000000;2057.3200000;2045.1200000;2050.0600000;1919947483
IMOEX;60;20220721;16:00;2050.4100000;2054.9200000;2048.8600000;2054.5300000;1576400202
IMOEX;60;20220721;17:00;2054.5100000;2058.5400000;2052.0300000;2053.1800000;1837871913
IMOEX;60;20220721;18:00;2053.0000000;2056.8300000;2050.7100000;2053.0500000;1232665556
IMOEX;60;20220721;19:00;2053.2400000;2055.4000000;2051.9100000;2053.6400000;1279558580
IMOEX;60;20220722;11:00;2057.0400000;2081.7500000;2053.2700000;2073.8500000;5781108253
IMOEX;60;20220722;12:00;2074.5700000;2085.3500000;2072.3700000;2085.1400000;3170569671
IMOEX;60;20220722;13:00;2085.5700000;2087.2300000;2078.6600000;2081.9900000;2325108923
IMOEX;60;20220722;14:00;2081.8000000;2092.8900000;2079.7200000;2091.5200000;3458259666
IMOEX;60;20220722;15:00;2092.0000000;2097.7500000;2090.9200000;2094.5700000;2125624018
IMOEX;60;20220722;16:00;2094.7700000;2099.5700000;2094.1700000;2099.5700000;2073025334
IMOEX;60;20220722;17:00;2099.4600000;2099.6800000;2093.8800000;2094.7200000;1606733371
IMOEX;60;20220722;18:00;2094.5100000;2094.7300000;2088.0000000;2089.8800000;1634541112
IMOEX;60;20220722;19:00;2089.7500000;2096.7500000;2089.6400000;2096.7500000;2054448193
IMOEX;60;20220725;11:00;2101.6600000;2110.6900000;2090.2200000;2110.5500000;7129035409
IMOEX;60;20220725;12:00;2110.5500000;2116.5600000;2107.0000000;2114.5500000;3776905882
IMOEX;60;20220725;13:00;2114.5200000;2116.7900000;2110.2600000;2114.4900000;2252839000
IMOEX;60;20220725;14:00;2114.5700000;2121.5000000;2112.7500000;2120.2400000;2761699477
IMOEX;60;20220725;15:00;2120.2800000;2123.4500000;2119.1900000;2121.6900000;1889014012
IMOEX;60;20220725;16:00;2121.6100000;2130.5200000;2121.0700000;2130.3700000;2196246601
IMOEX;60;20220725;17:00;2130.3000000;2132.6800000;2124.8000000;2127.6900000;3232445651
IMOEX;60;20220725;18:00;2127.5300000;2127.5500000;2118.9600000;2126.0900000;2811544359
IMOEX;60;20220725;19:00;2126.1600000;2130.6800000;2125.1300000;2128.9600000;2231908732
IMOEX;60;20220726;11:00;2138.7200000;2158.2800000;2136.4100000;2141.5000000;7710468262
IMOEX;60;20220726;12:00;2141.3400000;2156.2500000;2140.0800000;2153.8800000;4033906783
IMOEX;60;20220726;13:00;2154.0400000;2167.2700000;2152.8900000;2165.9800000;3909736000
IMOEX;60;20220726;14:00;2166.1400000;2169.5200000;2159.3800000;2168.3900000;4159400185
IMOEX;60;20220726;15:00;2168.9800000;2172.2800000;2165.5100000;2170.6900000;3208141088
IMOEX;60;20220726;16:00;2170.6200000;2178.3000000;2163.1800000;2163.9600000;3722048135
IMOEX;60;20220726;17:00;2163.9400000;2168.5900000;2161.2500000;2167.9200000;2938599023
IMOEX;60;20220726;18:00;2168.0700000;2178.8000000;2167.9800000;2177.8300000;2693136524
IMOEX;60;20220726;19:00;2178.0300000;2192.4200000;2177.8400000;2192.4200000;2880323894
IMOEX;60;20220727;11:00;2200.4600000;2220.6900000;2185.1700000;2208.1900000;10751837415
IMOEX;60;20220727;12:00;2208.0700000;2208.0700000;2191.1300000;2195.1800000;5308233487
IMOEX;60;20220727;13:00;2195.5400000;2205.2800000;2191.8700000;2202.5400000;3551606326
IMOEX;60;20220727;14:00;2202.6000000;2206.3600000;2199.5400000;2203.3900000;1886418198
IMOEX;60;20220727;15:00;2203.3800000;2203.9800000;2193.6900000;2194.8800000;3297017833
IMOEX;60;20220727;16:00;2194.8500000;2202.2100000;2193.1300000;2196.0900000;2911315174
IMOEX;60;20220727;17:00;2195.9300000;2208.9800000;2194.4500000;2208.9800000;2621603831
IMOEX;60;20220727;18:00;2209.4200000;2211.3200000;2203.6600000;2204.5500000;2129748594
IMOEX;60;20220727;19:00;2204.6300000;2204.8500000;2193.9100000;2196.2200000;3002644501
IMOEX;60;20220728;11:00;2208.3500000;2213.2100000;2197.9000000;2202.2100000;6355662725
IMOEX;60;20220728;12:00;2202.1800000;2202.3500000;2171.9800000;2172.4000000;5813302951
IMOEX;60;20220728;13:00;2171.9200000;2180.5200000;2169.2100000;2179.9100000;2864702223
IMOEX;60;20220728;14:00;2179.5200000;2184.7500000;2173.9700000;2183.1700000;2021299751
IMOEX;60;20220728;15:00;2183.3700000;2191.0400000;2183.3700000;2189.8300000;2435378958
IMOEX;60;20220728;16:00;2189.7600000;2192.6500000;2178.3700000;2178.3700000;2425545129
IMOEX;60;20220728;17:00;2178.1600000;2188.0500000;2175.2900000;2182.4500000;2291799404
IMOEX;60;20220728;18:00;2182.3600000;2190.7100000;2182.3600000;2190.6400000;1783551592
IMOEX;60;20220728;19:00;2190.7000000;2190.9700000;2187.2500000;2189.1600000;1560287501
IMOEX;60;20220729;11:00;2187.6700000;2202.9500000;2181.1500000;2201.9600000;4576333439
IMOEX;60;20220729;12:00;2202.8100000;2205.0900000;2199.2100000;2202.4100000;2670625309
IMOEX;60;20220729;13:00;2202.1700000;2202.9400000;2188.8400000;2197.4000000;3274964448
IMOEX;60;20220729;14:00;2197.3200000;2198.4500000;2189.8300000;2190.1200000;2423275472
IMOEX;60;20220729;15:00;2189.7500000;2192.5900000;2187.0300000;2190.8600000;2788813967
IMOEX;60;20220729;16:00;2190.8600000;2199.5800000;2190.5200000;2198.4200000;2403663671
IMOEX;60;20220729;17:00;2198.3600000;2203.3900000;2196.2900000;2200.5100000;2375568473
IMOEX;60;20220729;18:00;2200.2800000;2211.2700000;2200.2700000;2210.7100000;2764517078
IMOEX;60;20220729;19:00;2211.0500000;2213.8100000;2208.4300000;2213.8100000;2602279697
IMOEX;60;20220801;11:00;2212.7600000;2220.7300000;2193.6800000;2193.9400000;7081044428
IMOEX;60;20220801;12:00;2193.2300000;2193.2300000;2180.4300000;2184.0200000;5451920093
IMOEX;60;20220801;13:00;2183.8300000;2198.7400000;2179.0400000;2197.8300000;4919797975
IMOEX;60;20220801;14:00;2197.7300000;2199.3100000;2191.9200000;2193.2400000;3804730586
IMOEX;60;20220801;15:00;2192.9300000;2202.6600000;2192.9300000;2198.2800000;2482456013
IMOEX;60;20220801;16:00;2198.2500000;2200.0200000;2185.2200000;2189.1900000;3200582877
IMOEX;60;20220801;17:00;2189.4100000;2193.3300000;2186.3900000;2193.3300000;2775656921
IMOEX;60;20220801;18:00;2193.6000000;2197.1100000;2192.7600000;2195.6300000;1725284840
IMOEX;60;20220801;19:00;2195.5800000;2195.8300000;2180.0900000;2180.0900000;2912250447
IMOEX;60;20220802;11:00;2174.5100000;2178.6700000;2153.8400000;2156.6400000;6535550186
IMOEX;60;20220802;12:00;2156.4400000;2162.3300000;2147.5500000;2147.8200000;4045373258
IMOEX;60;20220802;13:00;2148.0800000;2158.0800000;2146.5700000;2153.9700000;3404453331
IMOEX;60;20220802;14:00;2154.1200000;2163.2400000;2152.7700000;2159.4200000;2768281275
IMOEX;60;20220802;15:00;2159.4900000;2159.7800000;2153.3900000;2156.1400000;2001824993
IMOEX;60;20220802;16:00;2156.1800000;2156.1800000;2150.1300000;2152.0700000;2118138903
IMOEX;60;20220802;17:00;2152.3800000;2152.5900000;2146.9600000;2149.8700000;2142989517
IMOEX;60;20220802;18:00;2149.5800000;2151.7500000;2141.7600000;2147.3800000;2466200247
IMOEX;60;20220802;19:00;2147.6400000;2148.2300000;2137.3000000;2137.3000000;2372696819
IMOEX;60;20220803;11:00;2141.3500000;2155.1500000;2132.4900000;2150.8300000;7581554714
IMOEX;60;20220803;12:00;2151.3000000;2156.3200000;2151.3000000;2153.0100000;2650045602
IMOEX;60;20220803;13:00;2152.7400000;2153.0300000;2141.8500000;2145.8100000;2840169294
IMOEX;60;20220803;14:00;2145.6800000;2148.1900000;2142.0100000;2142.7800000;2174931856
IMOEX;60;20220803;15:00;2142.6800000;2143.3600000;2128.9000000;2139.0700000;3273340395
IMOEX;60;20220803;16:00;2139.2800000;2139.4900000;2131.0700000;2131.1800000;2229486454
IMOEX;60;20220803;17:00;2131.0400000;2134.3200000;2126.8700000;2130.0100000;2396151973
IMOEX;60;20220803;18:00;2129.9000000;2131.6900000;2126.0300000;2126.5100000;1569295905
IMOEX;60;20220803;19:00;2126.5100000;2128.2500000;2123.9200000;2123.9200000;1617408325
IMOEX;60;20220804;11:00;2122.8300000;2137.4300000;2120.3900000;2126.2500000;6724847575
IMOEX;60;20220804;12:00;2126.1400000;2126.6200000;2113.3700000;2119.2300000;3415624707
IMOEX;60;20220804;13:00;2119.3500000;2121.2900000;2113.5200000;2113.5200000;2328085575
IMOEX;60;20220804;14:00;2113.2900000;2120.0000000;2112.9400000;2116.9300000;1659768605
IMOEX;60;20220804;15:00;2116.9400000;2118.4500000;2115.7900000;2116.8600000;1490519159
IMOEX;60;20220804;16:00;2116.7500000;2117.4900000;2111.9400000;2113.7700000;1962502583
IMOEX;60;20220804;17:00;2113.8200000;2120.4100000;2113.0900000;2120.3300000;1627080737
IMOEX;60;20220804;18:00;2120.1600000;2120.6500000;2117.8100000;2118.9100000;1640962955
IMOEX;60;20220804;19:00;2118.5600000;2120.2000000;2115.9900000;2116.5800000;1628638121
IMOEX;60;20220805;11:00;2120.1300000;2124.0900000;2079.2200000;2079.6200000;9035041777
IMOEX;60;20220805;12:00;2078.9400000;2085.2400000;2053.0500000;2062.1000000;10038938752
IMOEX;60;20220805;13:00;2061.7800000;2070.0200000;2060.4800000;2070.0200000;3609809545
IMOEX;60;20220805;14:00;2069.8900000;2074.6100000;2064.9200000;2071.9500000;2434619366
IMOEX;60;20220805;15:00;2072.1400000;2073.5500000;2068.3100000;2068.7800000;1840471632
IMOEX;60;20220805;16:00;2068.6500000;2070.5100000;2052.1100000;2053.6400000;2875068576
IMOEX;60;20220805;17:00;2053.7100000;2069.5900000;2053.5900000;2069.0300000;2617827660
IMOEX;60;20220805;18:00;2069.0200000;2070.7100000;2058.8000000;2059.0200000;2017560185
IMOEX;60;20220805;19:00;2059.2800000;2063.9800000;2054.2900000;2054.2900000;2397719933
IMOEX;60;20220808;11:00;2108.2400000;2114.4500000;2090.6600000;2112.1700000;10448394685
IMOEX;60;20220808;12:00;2113.3300000;2119.1500000;2102.8700000;2103.5800000;3862023093
IMOEX;60;20220808;13:00;2103.9200000;2108.0000000;2098.3300000;2099.3300000;2103796390
IMOEX;60;20220808;14:00;2099.6000000;2099.7900000;2088.3100000;2090.6700000;3050198919
IMOEX;60;20220808;15:00;2090.4500000;2097.7100000;2087.1100000;2095.3500000;1680572537
IMOEX;60;20220808;16:00;2095.3400000;2096.7000000;2090.7900000;2095.5100000;1558976145
IMOEX;60;20220808;17:00;2095.6200000;2097.0300000;2092.7800000;2095.5000000;1278308824
IMOEX;60;20220808;18:00;2095.4700000;2095.7400000;2090.3400000;2092.7000000;1679501278
IMOEX;60;20220808;19:00;2092.5500000;2093.2200000;2086.9800000;2088.4000000;1868992926
IMOEX;60;20220809;11:00;2095.7500000;2097.4400000;2076.6100000;2079.4900000;4939768314
IMOEX;60;20220809;12:00;2079.4700000;2081.0700000;2071.7700000;2081.0700000;3043919672
IMOEX;60;20220809;13:00;2081.0900000;2091.3300000;2079.4400000;2088.7100000;2922553961
IMOEX;60;20220809;14:00;2088.8200000;2098.1400000;2088.8200000;2097.6500000;2514881740
IMOEX;60;20220809;15:00;2097.7000000;2102.1900000;2096.0900000;2102.0000000;1984250307
IMOEX;60;20220809;16:00;2102.1600000;2109.8900000;2101.5200000;2109.6600000;2655607471
IMOEX;60;20220809;17:00;2109.5700000;2112.9800000;2107.0100000;2109.9200000;1997577706
IMOEX;60;20220809;18:00;2110.0000000;2123.3200000;2109.3200000;2123.1700000;2848069797
IMOEX;60;20220809;19:00;2122.9800000;2136.8000000;2122.9800000;2136.8000000;3441329184
IMOEX;60;20220810;11:00;2138.8100000;2147.1400000;2128.6500000;2130.4400000;6504731457
IMOEX;60;20220810;12:00;2130.2900000;2151.5100000;2129.8600000;2151.5100000;4260354359
IMOEX;60;20220810;13:00;2151.0200000;2158.8700000;2151.0200000;2153.3700000;3763449117
IMOEX;60;20220810;14:00;2153.7700000;2157.6900000;2141.7500000;2142.0100000;2305530714
IMOEX;60;20220810;15:00;2142.3300000;2149.1500000;2142.3300000;2146.8400000;1752337908
IMOEX;60;20220810;16:00;2146.9200000;2152.6100000;2143.3200000;2150.8900000;1968335315
IMOEX;60;20220810;17:00;2150.8500000;2151.1800000;2138.2800000;2141.1600000;2623928353
IMOEX;60;20220810;18:00;2139.9100000;2146.4200000;2138.8000000;2145.4000000;2032452735
IMOEX;60;20220810;19:00;2145.4200000;2151.5000000;2142.4800000;2151.5000000;1963516270
IMOEX;60;20220811;11:00;2157.1700000;2174.6400000;2157.1700000;2160.6500000;7107247011
IMOEX;60;20220811;12:00;2160.6600000;2161.1800000;2153.1500000;2158.4000000;3606744379
IMOEX;60;20220811;13:00;2158.2800000;2166.3200000;2149.0100000;2154.2500000;3429913822
IMOEX;60;20220811;14:00;2154.1700000;2159.3900000;2152.9200000;2154.7400000;1720577717
IMOEX;60;20220811;15:00;2154.9700000;2158.5800000;2152.9500000;2155.0000000;1889022740
IMOEX;60;20220811;16:00;2154.9400000;2159.4600000;2154.8500000;2159.4600000;1743050298
IMOEX;60;20220811;17:00;2159.3800000;2163.3100000;2158.5900000;2158.6600000;2308126725
IMOEX;60;20220811;18:00;2158.0000000;2158.0600000;2134.6900000;2142.0700000;4607304938
IMOEX;60;20220811;19:00;2141.8000000;2141.8000000;2128.5700000;2133.1100000;3161626007
IMOEX;60;20220812;11:00;2133.7800000;2143.8800000;2117.2100000;2140.9800000;5285031425
IMOEX;60;20220812;12:00;2140.8500000;2141.3000000;2130.4100000;2131.1800000;2787971136
IMOEX;60;20220812;13:00;2131.0000000;2140.5600000;2125.8500000;2140.5600000;2565584595
IMOEX;60;20220812;14:00;2140.4700000;2143.2900000;2133.5900000;2143.1500000;2258291023
IMOEX;60;20220812;15:00;2143.1900000;2143.3400000;2138.3900000;2139.2800000;1511350387
IMOEX;60;20220812;16:00;2139.1100000;2145.1200000;2137.8700000;2141.0900000;1882756836
IMOEX;60;20220812;17:00;2141.1800000;2150.8100000;2139.8500000;2150.8100000;2006752686
IMOEX;60;20220812;18:00;2150.8300000;2150.8300000;2143.5300000;2146.5400000;1634149590
IMOEX;60;20220812;19:00;2146.6600000;2149.4000000;2144.3200000;2147.3300000;1727216928
IMOEX;60;20220815;11:00;2147.7600000;2165.7500000;2141.7300000;2151.1700000;5682347699
IMOEX;60;20220815;12:00;2151.1100000;2154.4900000;2146.6500000;2148.8200000;3394679823
IMOEX;60;20220815;13:00;2148.5800000;2151.2900000;2142.3300000;2143.5700000;1785514084
IMOEX;60;20220815;14:00;2143.5800000;2148.7000000;2142.8500000;2145.6400000;1554093621
IMOEX;60;20220815;15:00;2145.8300000;2146.2000000;2140.3600000;2140.6300000;2672813337
IMOEX;60;20220815;16:00;2140.6900000;2145.3600000;2139.4500000;2145.0800000;1753883032
IMOEX;60;20220815;17:00;2145.2100000;2151.1200000;2144.5300000;2151.1200000;1742091536
IMOEX;60;20220815;18:00;2151.1600000;2163.2800000;2151.1200000;2161.1600000;2124081332
IMOEX;60;20220815;19:00;2161.4200000;2165.1200000;2158.4100000;2165.1200000;1916861672
IMOEX;60;20220816;11:00;2174.8500000;2187.1900000;2168.2600000;2187.1900000;6854220446
IMOEX;60;20220816;12:00;2187.9900000;2189.9200000;2181.6200000;2186.0700000;3260226544
IMOEX;60;20220816;13:00;2185.9600000;2191.2300000;2183.8900000;2190.6300000;2610373068
IMOEX;60;20220816;14:00;2190.8400000;2199.3700000;2190.8400000;2198.7900000;3223668764
IMOEX;60;20220816;15:00;2198.9500000;2200.2400000;2190.5800000;2191.1400000;2669239734
IMOEX;60;20220816;16:00;2191.0000000;2201.8200000;2191.0000000;2201.8200000;2524957616
IMOEX;60;20220816;17:00;2201.8700000;2205.6200000;2199.5800000;2205.2500000;2393952640
IMOEX;60;20220816;18:00;2205.2400000;2205.8500000;2199.1700000;2205.5900000;2021247310
IMOEX;60;20220816;19:00;2205.9100000;2208.3300000;2203.5800000;2208.3300000;1936075851
IMOEX;60;20220817;11:00;2213.4300000;2224.9300000;2208.9700000;2209.6600000;9118414533
IMOEX;60;20220817;12:00;2209.7000000;2209.7200000;2194.9100000;2202.1500000;5267210408
IMOEX;60;20220817;13:00;2201.9300000;2208.6500000;2199.3800000;2206.4000000;1996234622
IMOEX;60;20220817;14:00;2206.2800000;2209.2800000;2202.6000000;2207.5600000;1305703445
IMOEX;60;20220817;15:00;2207.5600000;2207.7000000;2197.3800000;2199.2400000;1765557103
IMOEX;60;20220817;16:00;2199.2200000;2200.0600000;2192.4200000;2193.6200000;1814267387
IMOEX;60;20220817;17:00;2193.6400000;2196.6500000;2193.4700000;2196.1900000;1756611928
IMOEX;60;20220817;18:00;2196.2000000;2200.5000000;2193.5600000;2193.5600000;2375563125
IMOEX;60;20220817;19:00;2193.7600000;2194.8200000;2187.0000000;2188.5600000;2618730079
IMOEX;60;20220818;11:00;2186.4500000;2196.4900000;2176.0200000;2193.3000000;5216772001
IMOEX;60;20220818;12:00;2193.3200000;2194.0200000;2181.1600000;2185.3100000;2597287227
IMOEX;60;20220818;13:00;2185.4200000;2192.5500000;2182.2300000;2191.6000000;2077989519
IMOEX;60;20220818;14:00;2191.5600000;2192.2400000;2187.5200000;2188.2300000;1284767532
IMOEX;60;20220818;15:00;2188.0300000;2189.3500000;2184.6400000;2189.2200000;1256521760
IMOEX;60;20220818;16:00;2189.1700000;2190.6300000;2187.5700000;2189.4900000;1368437952
IMOEX;60;20220818;17:00;2189.4700000;2189.7400000;2185.9700000;2188.2900000;1777900495
IMOEX;60;20220818;18:00;2188.2100000;2197.9000000;2187.5800000;2196.6900000;2171002404
IMOEX;60;20220818;19:00;2196.4700000;2197.8400000;2194.3100000;2194.3100000;1476476260
IMOEX;60;20220819;11:00;2199.6000000;2199.6000000;2179.6600000;2182.2400000;6065549951
IMOEX;60;20220819;12:00;2181.5200000;2187.4100000;2179.7000000;2182.3000000;2694030334
IMOEX;60;20220819;13:00;2182.3900000;2188.1600000;2182.0700000;2187.6900000;1319691025
IMOEX;60;20220819;14:00;2187.2600000;2189.2800000;2185.5300000;2185.5300000;1166159050
IMOEX;60;20220819;15:00;2185.5700000;2188.0900000;2181.1500000;2183.0200000;1703249568
IMOEX;60;20220819;16:00;2183.0100000;2186.1300000;2182.4700000;2184.7700000;1563607883
IMOEX;60;20220819;17:00;2184.7500000;2187.4900000;2184.4900000;2186.3800000;1447429216
IMOEX;60;20220819;18:00;2186.3700000;2193.9400000;2185.7900000;2191.5800000;1731548767
IMOEX;60;20220819;19:00;2191.7200000;2195.1600000;2189.6600000;2195.1600000;1671610978
IMOEX;60;20220822;11:00;2192.6100000;2211.6500000;2187.0400000;2211.5500000;5212151721
IMOEX;60;20220822;12:00;2211.9300000;2222.8900000;2211.9300000;2216.4800000;3883529741
IMOEX;60;20220822;13:00;2216.4700000;2217.4000000;2209.3200000;2212.7300000;2184100401
IMOEX;60;20220822;14:00;2212.6900000;2219.8300000;2211.5800000;2219.8100000;1494360294
IMOEX;60;20220822;15:00;2219.6500000;2222.5100000;2219.2900000;2222.3100000;1937078082
IMOEX;60;20220822;16:00;2222.4600000;2231.1200000;2222.4600000;2226.1100000;3373322565
IMOEX;60;20220822;17:00;2225.8600000;2227.4700000;2211.7800000;2211.9400000;2841489528
IMOEX;60;20220822;18:00;2211.8600000;2216.3700000;2209.3400000;2215.8500000;2360087851
IMOEX;60;20220822;19:00;2215.6100000;2228.1100000;2214.7500000;2228.1100000;2126257744
IMOEX;60;20220823;11:00;2234.0800000;2251.7500000;2233.8000000;2250.4600000;10019256601
IMOEX;60;20220823;12:00;2250.4700000;2252.7300000;2246.5000000;2249.9500000;3598634035
IMOEX;60;20220823;13:00;2249.9100000;2261.5300000;2249.9100000;2260.1800000;3853702551
IMOEX;60;20220823;14:00;2260.2200000;2260.8800000;2250.1700000;2251.3300000;2924624356
IMOEX;60;20220823;15:00;2251.4700000;2255.5800000;2248.9700000;2250.3900000;2052543265
IMOEX;60;20220823;16:00;2250.3300000;2250.6600000;2245.5600000;2249.3400000;1848610202
IMOEX;60;20220823;17:00;2249.3000000;2253.4600000;2248.0800000;2253.2500000;3953308478
IMOEX;60;20220823;18:00;2253.2800000;2257.6000000;2252.4400000;2256.4400000;3121043383
IMOEX;60;20220823;19:00;2256.6800000;2260.0800000;2255.8600000;2260.0800000;2664919534
IMOEX;60;20220824;11:00;2263.6300000;2273.6500000;2248.2600000;2257.6300000;8962599080
IMOEX;60;20220824;12:00;2257.5000000;2261.8500000;2256.2200000;2258.8200000;2352024949
IMOEX;60;20220824;13:00;2258.7100000;2259.4500000;2252.6600000;2253.2800000;1886832657
IMOEX;60;20220824;14:00;2253.1900000;2254.8200000;2250.5000000;2252.7500000;1599058595
IMOEX;60;20220824;15:00;2252.9500000;2253.2200000;2248.5400000;2253.2200000;1648656299
IMOEX;60;20220824;16:00;2253.3000000;2257.0300000;2252.4500000;2253.1400000;1643463327
IMOEX;60;20220824;17:00;2252.9700000;2253.3000000;2247.1200000;2249.7300000;2289158211
IMOEX;60;20220824;18:00;2249.7000000;2253.0200000;2245.3400000;2246.8100000;2712962467
IMOEX;60;20220824;19:00;2246.5400000;2248.2200000;2243.2500000;2248.2200000;2073402523
IMOEX;60;20220825;11:00;2253.6800000;2262.3600000;2248.2800000;2262.2300000;4992376160
IMOEX;60;20220825;12:00;2262.3800000;2265.4400000;2260.0400000;2262.2500000;3030598429
IMOEX;60;20220825;13:00;2262.2900000;2266.1400000;2259.2100000;2259.8100000;2312152739
IMOEX;60;20220825;14:00;2259.7300000;2260.1900000;2256.6500000;2256.7300000;1805468888
IMOEX;60;20220825;15:00;2256.7200000;2257.1500000;2235.8800000;2236.7100000;4244507140
IMOEX;60;20220825;16:00;2235.6900000;2247.0900000;2234.9200000;2243.8000000;2561415339
IMOEX;60;20220825;17:00;2243.8300000;2246.3100000;2241.4800000;2246.2100000;1128065520
IMOEX;60;20220825;18:00;2246.1800000;2253.1900000;2246.1800000;2249.9800000;2633886863
IMOEX;60;20220825;19:00;2249.8700000;2249.9800000;2244.4200000;2246.3400000;1703160803
IMOEX;60;20220826;11:00;2251.5900000;2255.1000000;2239.7900000;2240.3800000;4106992604
IMOEX;60;20220826;12:00;2240.0300000;2249.0700000;2239.6700000;2248.3900000;1925396323
IMOEX;60;20220826;13:00;2248.4300000;2248.4300000;2243.8300000;2244.9900000;1114685581
IMOEX;60;20220826;14:00;2245.0000000;2247.3700000;2243.2100000;2247.1400000;858814276
IMOEX;60;20220826;15:00;2247.1400000;2251.2300000;2245.2200000;2250.6400000;1754294179
IMOEX;60;20220826;16:00;2250.7300000;2260.9600000;2249.9100000;2258.5100000;2684890895
IMOEX;60;20220826;17:00;2259.0100000;2262.8700000;2257.6400000;2262.4600000;1710075691
IMOEX;60;20220826;18:00;2262.6500000;2264.6400000;2259.9700000;2261.9700000;1773596769
IMOEX;60;20220826;19:00;2262.1200000;2268.8900000;2261.5500000;2268.8900000;2088284215
IMOEX;60;20220829;11:00;2267.5700000;2287.1500000;2264.0800000;2285.3800000;7415032474
IMOEX;60;20220829;12:00;2285.9900000;2292.1100000;2281.5600000;2281.7600000;3683975394
IMOEX;60;20220829;13:00;2281.6800000;2285.3900000;2281.5900000;2283.0900000;1964718091
IMOEX;60;20220829;14:00;2283.0600000;2285.6300000;2281.1400000;2283.1500000;1676015292
IMOEX;60;20220829;15:00;2283.2000000;2287.3700000;2283.1900000;2286.9100000;1527282439
IMOEX;60;20220829;16:00;2287.0700000;2287.6700000;2285.2200000;2285.9400000;1377406707
IMOEX;60;20220829;17:00;2286.0000000;2288.7100000;2285.5300000;2285.6100000;1797383437
IMOEX;60;20220829;18:00;2285.5800000;2291.1100000;2285.3600000;2289.5800000;3060655865
IMOEX;60;20220829;19:00;2289.7300000;2296.3300000;2289.6700000;2296.3300000;4290772406
IMOEX;60;20220830;11:00;2300.0700000;2314.3600000;2300.0700000;2312.3300000;10518813840
IMOEX;60;20220830;12:00;2312.5000000;2314.1400000;2306.8700000;2306.9600000;5286058686
IMOEX;60;20220830;13:00;2307.0600000;2308.6900000;2304.3100000;2307.3700000;3234909409
IMOEX;60;20220830;14:00;2307.3200000;2309.3900000;2305.3400000;2307.3000000;2681065512
IMOEX;60;20220830;15:00;2307.2100000;2314.4800000;2307.2100000;2308.6000000;4561058230
IMOEX;60;20220830;16:00;2308.3200000;2312.6300000;2296.3100000;2297.4300000;6044865488
IMOEX;60;20220830;17:00;2297.3500000;2303.3000000;2292.6300000;2303.1400000;5579748085
IMOEX;60;20220830;18:00;2303.0100000;2307.0000000;2296.1900000;2296.7100000;6362375561
IMOEX;60;20220830;19:00;2296.8800000;2306.6200000;2296.4700000;2306.6200000;6231254707
IMOEX;60;20220831;11:00;2369.7400000;2421.6100000;2369.7400000;2413.1900000;39724921637
IMOEX;60;20220831;12:00;2413.2100000;2414.3800000;2378.0200000;2378.3000000;20994004646
IMOEX;60;20220831;13:00;2376.9100000;2382.9900000;2368.4200000;2375.1900000;10774678172
IMOEX;60;20220831;14:00;2374.9700000;2388.1800000;2373.4100000;2386.9900000;5500877587
IMOEX;60;20220831;15:00;2386.3900000;2397.7700000;2384.2400000;2393.3100000;6707178107
IMOEX;60;20220831;16:00;2393.3500000;2394.2500000;2386.3000000;2393.4200000;4172692643
IMOEX;60;20220831;17:00;2393.5800000;2394.2200000;2388.5500000;2389.6900000;3286438639
IMOEX;60;20220831;18:00;2389.6700000;2396.0000000;2389.2000000;2395.8600000;4540499656
IMOEX;60;20220831;19:00;2395.9200000;2400.0800000;2385.6500000;2400.0800000;6047306698
IMOEX;60;20220901;11:00;2404.4100000;2404.4100000;2385.5900000;2386.2800000;10622016179
IMOEX;60;20220901;12:00;2386.1900000;2394.9700000;2385.7500000;2391.3700000;4595795609
